작성일,제목,조회수
2024-05-13,[ 입 찰 공 고 ] 서경대학교 신규 생활관 소모품(책상 외) 구입 사업자 선정,3391
2024-05-13,2024학년도 신입생 필수  온라인 MLST-Ⅱ 학습전략검사 안내,6668
2024-05-10,서경대학교 연구원 채용 공고 [대학혁신추진사업],56597
2024-05-10,국제학생증 ISIC 발급비 지원행사 안내,6378
2024-05-10,2024년 독립유공자 후손 장학금 선발 안내(서울장학재단),5898
2024-05-10,2024학년도 하계 계절학기 시행안내,78857
2024-05-09,[대학혁신]2024학년도 S-Learning Contest(Learning Know-How UCC) 실시,6829
2024-05-08,2024학년도 대동제 사이트 안내,6449
2024-05-07,[학술정보관] 찾아가는 맞춤형 이용교육 실시 안내,6097
2024-05-07,[학술정보관] E-Learning 이용 안내 (학습지원서비스),6281
2024-05-07,[학술정보관] (2024년 5~6월) 이달의 영화 상영 안내,6341
2024-05-07,[대학혁신] 학생상담센터 ‘찾아가는 일상회복’ 마음건강 캠페인 안내,6375
2024-05-03,"[캠퍼스타운] 2024년 온더스테이지 창업토크쇼 “예술로 먹고 살기” / 정릉 예술 창업로드 “창업하나, 봄”",6550
2024-05-03,2024학년도 국가우수(이공계) 재학 중 우수자(2년 지원) 장학생 선발,6325
2024-05-03,"""미지청소년글로벌봉사단 몽골 해외교육봉사 및 문화탐방"" 참가자 모집",6098
2024-05-03,"[대학혁신] ‘NextRise 2024, Seoul’  글로벌 서포터즈 모집 및 선발 안내",51655
2024-05-03,[대플] 2024학년도 1학기 진로 특강 「진로 뽀개YO」 안내,49186
2024-05-03,[대플] 2024학년도 1학기 취업 특강 「취업 뽀개YO」 안내,49847
2024-05-02,[대플]2024학년도 대학일자리플러스본부 홍보 Day 안내,16498
2024-05-02,[학술정보관] 찾아가는 대출 서비스 확대 시행 안내,6077
2024-05-02,2024학년도 하계계절학기 학점교류대학 수강신청 안내(수시 업데이트),6595
2024-05-02,「대사증후군 3차 무료검진」및 신규 희망자 접수 안내,121028
2024-05-02,[대플]2024학년도 서경대학교 진로·취업 인식 및 수요조사 안내,54610
2024-05-02,세종문화회관 서울시무용단 [일무] 교직원 및 학생 특별할인 안내,6370
2024-05-02,서경대학교 직원 채용 공고 [예술교육원],56291
2024-04-30,[대학혁신] 2024학년도 S-Learning Clinic  5월 학습컨설팅 안내,6304
2024-04-30,LMS용 DBMS 이전 작업에 따른 서비스 중단 안내,6376
2024-04-30,2024학년도 2학기 프랑스 EMBA대학교 교환학생 모집 공고,7124
2024-04-30,학칙 일부개정 공포,6273
2024-04-30,[대학혁신] 2024학년도 학생상담센터 1학기 LMS 심리 및 생명지킴이 교육 프로그램 안내,6455
2024-04-30,2024년 서울동행 진로·인성 멘토링 참여자 모집 안내,5954
2024-04-30,각 군 현역병 모집일정(‘24년5월)안내,6149
2024-04-30,5월 진로 취업 상담 신청 안내,53336
2024-04-29,[대학혁신]2024학년도 S-Learning Contest(서경대학교 공식 파워포인트 템플릿 공모전) 실시,6524
2024-04-29,"[ 입 찰 공 고 ] [긴급]서경대학교 대학입학전형 인터넷 원서접수, 전형료 수납 대행 및 충원시스템 사업자 선정 2차 재공고",3408
2024-04-24,포스코인터내셔널 포인트교실 대학생 봉사단 모집 안내,6261
2024-04-24,『2024년 4월 주민자율청소』 참여 협조 안내,6274
2024-04-24,"2024 서울청년정책박람회 ""청년, 바라봄"" 홍보 안내",6289
2024-04-24,2024 OWHC-AP 16기 콘텐츠 크리에이터 모집 (기간 연장),6085
2024-04-24,2024  청소년 스트릿댄스 배틀계획 One Of Youth 참가자 모집 안내,6390
2024-04-23,「서울시 주거실태조사」 활용 아이디어 기획안 공모전 개최 안내,6072
2024-04-23,대학생 및 사회초년생 전세사기 피해 예방을 위한 안내,5994
2024-04-23,「쉽고 재미있는 미디어 교육」 안내,6240
2024-04-22,서경대학교 직원 채용 공고 [예술교육원],13342
2024-04-22,2024 맥쿼리 청년리더 양성프로그램 안내(초록우산),6169
2024-04-22,총장 담화문,176022
2024-04-19,재단법인 플라톤 아카데미 인문 지혜 장학생 판플러스(PAN+)모집의 작,6077
2024-04-19,정릉1동 주민자율청소 행사 개최,6271
2024-04-19,2024학년도 1학기 안산시 대학생 본인부담 등록금 반값지원 안내,6774
2024-04-19,2024 서경대학교 대동제 스태프 모집 안내(마감),6939
2024-04-19,제18회 빛공해 공모전 개최,6324
2024-04-19,2024학년도 서경대학교 대학혁신지원사업「3개 대학 연합 인사동 홍보 아이디어 공모전」 인사동 현장 설명회 참여 신청 안내,45254
2024-04-19,'식품지식 능력고사' 국민 인식 조사(소비자) 참여 안내,6161
2024-04-19,"[ 입 찰 공 고 ] [긴급]서경대학교 대학입학전형 인터넷 원서접수, 전형료 수납 대행 및 충원시스템 사업자 선정 재공고 입찰",3167
2024-04-18,2024년 8월말 퇴직교원 정부포상 대상자 사전공개,6646
2024-04-18,강남문화재단 제977회 목요예술무대 공연,6211
2024-04-18,『서울디자인어워드 2024』 접수작 모집,6664
2024-04-17,2024학년도 1학기 중간 강의평가 시행 안내,7724
2024-04-17,2024 해외취업연수사업 예비자과정(Global-Career Challenge Campus)  College Recruiting(미국기업 채용설명회) 안내,7016
2024-04-17,2024학년도 1학기 중간고사 및 공휴일 보강안내,7914
2024-04-16,[대학혁신] 2024학년도 신입생 필수 온라인 기초심리검사 안내,13192
2024-04-16,2024년 서울시 청년정책 서포터즈 모집,6603
2024-04-16,제7회 국민대학교 자율주행 경진대회,7236
2024-04-16,2024학년도 2학기 미국 파견 방문학생 모집 공고,9666
2024-04-15,2024학년도 하계방학 취업연계중점대학 근로학생 모집안내,66049
2024-04-15,2024학년도 1학기 국가근로장학금 일반유형 추가신청기간 안내,6859
2024-04-15,2024학년도 서경대학교 대학혁신지원사업 「3개 대학 연합 인사동 홍보 아이디어 공모전」 개최 안내,72040
2024-04-13,서경대학교 학생 여러분께,11793
2024-04-12,2024학년도 봄 김장봉사 프로그램 봉사자 모집 공고,7710
2024-04-12,[학술정보관] AI로 논문·리포트 쓰기,6923
2024-04-12,서경대학교 직원 채용 공고 [대학혁신추진사업],64640
2024-04-11,[학술정보관]중간고사 기간 중 자유열람실 24시간 개방 안내,7110
2024-04-10,2025학년도 학과 조정에 따른 추가 안내 사항,11899
2024-04-09,2024학년도 푸른등대 삼성 기부장학금 신청 안내,6523
2024-04-09,학칙 일부개정안 사전 공고,12421
2024-04-09,2024년 제1회 지방세 미래정책 대학생 아이디어 공모 안내,6893
2024-04-09,제94회 남원춘향제 [204 제1회 남원세계축제포럼] 홍보,6582
2024-04-09,「AI경기 아이디어 챌린지 - AI로 기회를 열다」 홍보,7276
2024-04-08,"[ 입 찰 공 고 ] 서경대학교 대학입학전형 인터넷 원서접수, 전형료 수납 대행 및 충원시스템 사업자 선정",3289
2024-04-08,성북 청년 뷰티아카데미 메이크업·속눈썹 연장 입문과정 안내,6809
2024-04-08,[학술정보관] 2024학년도 1학기 교내근로장학생 추가 모집 안내,12138
2024-04-08,2024학년도 1학기 자기소개서 & 면접 특강 안내,38592
2024-04-05,[해외취업] 2024년도 해외취업연수사업 예비자과정(G-C.C.C) 2단계 특강 안내,13234
2024-04-05,성신여자대학교 식품영양학과 비만과학연구소 '임상 대상자 모집안내',7075
2024-04-05,[ 입 찰 공 고 ] 서경대학교 2024학년도 대동제 행사 사업자 선정,3210
2024-04-05,[해외취업]2024년도 해외취업연수사업 예비자과정(G-C.C.C) 3단계 특강 안내,12861
2024-04-04,2024년 1학기 이공대학 고위험 연구실 연구활동종사자 특수건강검진 실시 안내,7370
2024-04-04,2024년 산불특별대책기간 공고 안내,6426
2024-04-04,2024학년도 1학기 전반기 정기 연구실 안전교육 온라인 과정 실시 안내,7787
2024-04-04,2024학년도 이공대학 신입생 연구실 안전교육 실시 안내,8954
2024-04-04,2024 장애인의 날 행복 나눔여행 1박 2일 팸투어 프로그램 참가자 모집 안내,6654
2024-04-04,제56주년  예비군의  날  행사 우대혜택  안내,61461
2024-04-03,2024 서초뮤직앤아트페스티벌 청년 코디네이터 및 홍보 서포터즈 모집 안내,6794
2024-04-03,[대학혁신] 2024학년도 S-Learning Clinic  학습컨설팅 안내,6693
2024-04-03,제 1회 서울시 학생 CS 아이디어 대회 개최 안내,6783
2024-04-02,2024학년도 1학기 S-Learning Supporters CABs 2기 모집 안내,12096
2024-04-01,서경대학교 청년문화콘텐츠기획단 2024 제12기 단장단 및 단원 모집,7160
2024-04-01,[대학혁신] 2024 대학혁신지원사업 제1회 수도권역 대학생 혁신 아이디어톤 대회「미래대학 투모로우 솔루션」 개최 안내,64542
2024-04-01,2024학년도 1학기 학생과 근로장학생 (북악관 교통통제) 추가 선발(마감),7030
2024-04-01,2024 서울시 청년월세지원 사업 안내,7466
2024-04-01,국회고성연수원 미래정치지도자 의회연수과정 실시 안내,6786
2024-03-29,[ 입 찰 공 고 ] 서경대학교 2024학년도 교직원 맞춤형 복지 단체상해보험 가입 사업자 선정,2961
2024-03-29,[ 입 찰 공 고 ] 서경대학교 2024학년도 교직원 맞춤형 복지 단체상해보험 가입 사업자 선정,7215
2024-03-29,2024학년도 1학기 학부 재학생 등록금 추가 납부 안내,10936
2024-03-29,2024학년도 4월 진로⬝취업 상담 신청 안내,65998
2024-03-29,창업지원센터 홈페이지 오픈,7094
2024-03-28,청년공간 동선이음 4월 프로그램 안내,12874
2024-03-28,천원의 아침밥 운영 변경 안내,9674
2024-03-28,한전KDN 2024년도 메타버스 채용 설명회 안내,6456
2024-03-28,[대학혁신]2024학년도 1학기 취업동아리 신청 안내,8728
2024-03-28,롯데 뮤지엄 24년 상반기 전시 단체 구매 할인 안내,6551
2024-03-28,청년문화예술패스 사업 안내 및 홍보 안내,7232
2024-03-27,교내 2115 버스 정류장 대기 장소 안내,10790
2024-03-27,[해외취업] <2024 글로벌 비즈니스 데이터분석 전문가 양성과정> 연수생 2기 모집 공고,98660
2024-03-27,[해외취업] 2024 해외취업연수사업 대학연합과정 설명회 개최,95910
2024-03-27,서울특별시 시민참여예산 청년 서포터즈 모집기간 연장 안내,7166
2024-03-27,개방형 클라우드 플랫폼(K-PaaS) 기반 서비스 개발 아이디어 공모전 안내,6982
2024-03-27,각 군 현역병 모집일정(‘24년4월)안내,12011
2024-03-27,2024년도 전국대학교양교육협의회 연구과제 지원사업 신청 안내,7128
2024-03-26,"청년 도약을 향한 스프린트, 제7기 청년 에너지드림리그 공모 안내",7466
2024-03-26,2024학년도 취업연계중점대학 & 현장실습학기제 설명회 개최 안내,47713
2024-03-26,2024년 스타벅스 청년인재 10기 모집,7093
2024-03-26,[해외취업] 2024년도 해외취업연수사업 대학연합과정 안내(미국 20명 모집),99798
2024-03-25,“전지적 학과 시점 - 학과생들 시점으로 알려드립니다” 2024 서경대학교 학과 홍보 영상 공모전 안내,7317
2024-03-25,2024년 상반기 학자금 대출이자 지원 (세종인재평생교육진흥원),7126
2024-03-25,2024학년도 하계방학 취업연계중점대학 근로기관 모집안내,92471
2024-03-25,2024년도 월곡주얼리장학생 선발 (월곡주얼리산업진흥재단),6181
2024-03-21,2024년도 (재)구미시장학재단 장학생 선발 홍보,6218
2024-03-21,2024학년도 1학기 사회봉사활동 관련 재정지원 프로그램,7339
2024-03-21,정품 소프트웨어 사용 안내,7247
2024-03-21,[필독]Autodesk 정품 사용 및 교육용 인증방법 안내,694045
2024-03-21,2024 절주 서포터즈 모집,7214
2024-03-20,두남재엔터테인먼트 대학생·대학원생 서포터즈 <두어블> 1기 모집 안내,7190
2024-03-20,「제20회 중랑신춘문예 공모전」 안내,7009
2024-03-20,2024년 서울청년문화패스 모집 안내,6765
2024-03-19,(재)춘천시민장학재단 2024년도 상반기 장학생 선발(춘천시민장학재단),6333
2024-03-19,2024년 상반기 익산시 대학생 학자금 대출이자 지원(익산시),6357
2024-03-19,2024년 (재)논산시장학회 학업장려 장학생 선발계획 알림(논산시),6251
2024-03-19,대학혁신] 학생상담센터 ‘나만의 감정 향수 만들기’ 프로그램 안내,8143
2024-03-18,2024학년도 1학기 학생과 근로장학생 (북악관 교통통제) 추가 선발 (마감),7144
2024-03-18,이공계 장애대학생 진로개발 지원 사업 '모두(MODU)' 안내,6711
2024-03-18,"2024년도 인문100년, 예술체육비전 신규장학생 선발 안내(한국장학재단)",6821
2024-03-18,호텔 코리아나 제1기 서포터즈 모집 안내,7254
2024-03-18,2024년 「성년의 날」 기념 축하카드 디자인 공모전 안내,6803
2024-03-18,서경대학교 연구원 채용 공고[대학혁신추진사업-IR센터],64264
2024-03-15,2024학년도 KB 신입 장애대학생 노트북 지원 사업 안내,7119
2024-03-15,서경대학교 연구원 채용 공고[대학혁신추진사업단-교수학습원],66339
2024-03-15,장애청년 채용 취업 정보 안내,6855
2024-03-15,한국교양기초교육원 「2024년 통합과학 온라인 교육 플랫폼」 이용 안내,6847
2024-03-15,2024학년도 1학기 학부 재학생 등록금 추가 납부 안내 (분납신청종료),7290
2024-03-15,[학술정보관] 학술정보관 북큐레이션+VOID 전시회 「잔향」,7413
2024-03-15,제59회 대한민국디자인전람회 대학(원)생 부문 출품 안내,7182
2024-03-15,[학술정보관] 2024학년도 1학기 학술정보관 신입생 이용교육 실시 안내,6767
2024-03-14,「쉽고 재미있는 미디어 교육(4월)」홍보 안내,6878
2024-03-14,2024학년도 1학기 서경대학교 비전임 교수 초빙공고,67926
2024-03-14,서경대학교 언어문화교육원 외국인 직원 채용 공고,61390
2024-03-14,2024년 상반기 장학생 선발계획(울산연구원),6732
2024-03-13,2024 성북구 1인가구 동아리 활동 지원사업 안내,7215
2024-03-13,「제 2회 레드로드 국제 스트리트 댄스 페스티벌」댄스 배틀 참여자 모집 안내,7197
2024-03-13,2024년도 서경대학교 안전관리계획,311449
2024-03-13,「탄소중립 청년 서포터즈 4기」 모집 안내,7282
2024-03-12,[학술정보관] ID-LAB 임시 휴실 안내,6829
2024-03-12,[학술정보관] 연구지원 프로그램 안내 (대학원생 논문 작성 특강),12276
2024-03-12,[학술정보관] 학습지원 프로그램 안내,8284
2024-03-12,예비군연대  사무실  임시 이전 안내,130420
2024-03-11,2024학년도 1학기 학생과 근로장학생 (북악관 교통통제) 추가 선발(마감),8362
2024-03-11,2024년 서울희망 공익인재 장학금 선발 공고(서울장학재단),7808
